bid,tid,nid,fid,face_path,congruency,corrResp
2,58,Cruise,Cruise,../images/Cruise.jpg,congruent,b
2,59,Cruise,Cruise,../images/Cruise.jpg,congruent,b
2,60,Cruise,Cruise,../images/Cruise.jpg,congruent,b
2,61,Cruise,Damon,../images/Damon.jpg,incongruent,n
2,62,Cruise,Damon,../images/Damon.jpg,incongruent,n
2,63,Cruise,Damon,../images/Damon.jpg,incongruent,n
2,64,Damon,Clooney,../images/Clooney.jpg,incongruent,v
2,65,Damon,Clooney,../images/Clooney.jpg,incongruent,v
2,66,Damon,Clooney,../images/Clooney.jpg,incongruent,v
2,67,Damon,Cruise,../images/Cruise.jpg,incongruent,b
2,68,Damon,Cruise,../images/Cruise.jpg,incongruent,b
2,69,Damon,Cruise,../images/Cruise.jpg,incongruent,b
2,70,Damon,Damon,../images/Damon.jpg,congruent,n
2,71,Damon,Damon,../images/Damon.jpg,congruent,n
2,72,Damon,Damon,../images/Damon.jpg,congruent,n
3,1,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,2,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,3,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,4,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,5,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,6,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,7,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,8,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,9,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,10,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,11,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,12,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,13,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,14,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,15,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,16,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,17,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,18,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,19,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,20,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,21,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,22,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,23,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,24,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,25,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,26,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,27,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,28,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,29,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,30,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,31,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,32,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,33,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,34,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,35,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,36,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,37,Clooney,Damon,../images/Damon.jpg,incongruent,n
,38,Clooney,Damon,../images/Damon.jpg,incongruent,n
,39,Clooney,Damon,../images/Damon.jpg,incongruent,n
,40,Clooney,Damon,../images/Damon.jpg,incongruent,n
,41,Clooney,Damon,../images/Damon.jpg,incongruent,n
,42,Clooney,Damon,../images/Damon.jpg,incongruent,n
,43,Clooney,Damon,../images/Damon.jpg,incongruent,n
,44,Clooney,Damon,../images/Damon.jpg,incongruent,n
,45,Clooney,Damon,../images/Damon.jpg,incongruent,n
,46,Clooney,Damon,../images/Damon.jpg,incongruent,n
,47,Clooney,Damon,../images/Damon.jpg,incongruent,n
,48,Clooney,Damon,../images/Damon.jpg,incongruent,n
,49,Clooney,Damon,../images/Damon.jpg,incongruent,n
,50,Clooney,Damon,../images/Damon.jpg,incongruent,n
,51,Clooney,Damon,../images/Damon.jpg,incongruent,n
,52,Clooney,Damon,../images/Damon.jpg,incongruent,n
,53,Clooney,Damon,../images/Damon.jpg,incongruent,n
,54,Clooney,Damon,../images/Damon.jpg,incongruent,n
,55,Cruise,Clooney,../images/Clooney.jpg,incongruent,v
,56,Cruise,Clooney,../images/Clooney.jpg,incongruent,v
,57,Cruise,Clooney,../images/Clooney.jpg,incongruent,v
,58,Cruise,Cruise,../images/Cruise.jpg,congruent,b
,59,Cruise,Cruise,../images/Cruise.jpg,congruent,b
,60,Cruise,Cruise,../images/Cruise.jpg,congruent,b
,61,Cruise,Damon,../images/Damon.jpg,incongruent,n
,62,Cruise,Damon,../images/Damon.jpg,incongruent,n
,63,Cruise,Damon,../images/Damon.jpg,incongruent,n
,64,Damon,Clooney,../images/Clooney.jpg,incongruent,v
,65,Damon,Clooney,../images/Clooney.jpg,incongruent,v
,66,Damon,Clooney,../images/Clooney.jpg,incongruent,v
,67,Damon,Cruise,../images/Cruise.jpg,incongruent,b
,68,Damon,Cruise,../images/Cruise.jpg,incongruent,b
,69,Damon,Cruise,../images/Cruise.jpg,incongruent,b
,70,Damon,Damon,../images/Damon.jpg,congruent,n
,71,Damon,Damon,../images/Damon.jpg,congruent,n
,72,Damon,Damon,../images/Damon.jpg,congruent,n
4,1,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,2,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,3,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,4,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,5,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,6,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,7,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,8,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,9,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,10,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,11,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,12,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,13,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,14,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,15,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,16,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,17,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,18,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,19,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,20,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,21,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,22,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,23,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,24,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,25,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,26,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,27,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,28,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,29,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,30,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,31,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,32,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,33,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,34,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,35,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,36,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,37,Clooney,Damon,../images/Damon.jpg,incongruent,n
,38,Clooney,Damon,../images/Damon.jpg,incongruent,n
,39,Clooney,Damon,../images/Damon.jpg,incongruent,n
,40,Clooney,Damon,../images/Damon.jpg,incongruent,n
,41,Clooney,Damon,../images/Damon.jpg,incongruent,n
,42,Clooney,Damon,../images/Damon.jpg,incongruent,n
,43,Clooney,Damon,../images/Damon.jpg,incongruent,n
,44,Clooney,Damon,../images/Damon.jpg,incongruent,n
,45,Clooney,Damon,../images/Damon.jpg,incongruent,n
,46,Clooney,Damon,../images/Damon.jpg,incongruent,n
,47,Clooney,Damon,../images/Damon.jpg,incongruent,n
,48,Clooney,Damon,../images/Damon.jpg,incongruent,n
,49,Clooney,Damon,../images/Damon.jpg,incongruent,n
,50,Clooney,Damon,../images/Damon.jpg,incongruent,n
,51,Clooney,Damon,../images/Damon.jpg,incongruent,n
,52,Clooney,Damon,../images/Damon.jpg,incongruent,n
,53,Clooney,Damon,../images/Damon.jpg,incongruent,n
,54,Clooney,Damon,../images/Damon.jpg,incongruent,n
,55,Cruise,Clooney,../images/Clooney.jpg,incongruent,v
,56,Cruise,Clooney,../images/Clooney.jpg,incongruent,v
,57,Cruise,Clooney,../images/Clooney.jpg,incongruent,v
,58,Cruise,Cruise,../images/Cruise.jpg,congruent,b
,59,Cruise,Cruise,../images/Cruise.jpg,congruent,b
,60,Cruise,Cruise,../images/Cruise.jpg,congruent,b
,61,Cruise,Damon,../images/Damon.jpg,incongruent,n
,62,Cruise,Damon,../images/Damon.jpg,incongruent,n
,63,Cruise,Damon,../images/Damon.jpg,incongruent,n
,64,Damon,Clooney,../images/Clooney.jpg,incongruent,v
,65,Damon,Clooney,../images/Clooney.jpg,incongruent,v
,66,Damon,Clooney,../images/Clooney.jpg,incongruent,v
,67,Damon,Cruise,../images/Cruise.jpg,incongruent,b
,68,Damon,Cruise,../images/Cruise.jpg,incongruent,b
,69,Damon,Cruise,../images/Cruise.jpg,incongruent,b
,70,Damon,Damon,../images/Damon.jpg,congruent,n
,71,Damon,Damon,../images/Damon.jpg,congruent,n
,72,Damon,Damon,../images/Damon.jpg,congruent,n
5,1,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,2,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,3,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,4,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,5,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,6,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,7,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,8,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,9,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,10,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,11,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,12,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,13,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,14,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,15,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,16,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,17,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,18,Clooney,Clooney,../images/Clooney.jpg,congruent,v
,19,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,20,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,21,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,22,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,23,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,24,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,25,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,26,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,27,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,28,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,29,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,30,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,31,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,32,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,33,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,34,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,35,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,36,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
,37,Clooney,Damon,../images/Damon.jpg,incongruent,n
,38,Clooney,Damon,../images/Damon.jpg,incongruent,n
,39,Clooney,Damon,../images/Damon.jpg,incongruent,n
,40,Clooney,Damon,../images/Damon.jpg,incongruent,n
,41,Clooney,Damon,../images/Damon.jpg,incongruent,n
,42,Clooney,Damon,../images/Damon.jpg,incongruent,n
,43,Clooney,Damon,../images/Damon.jpg,incongruent,n
,44,Clooney,Damon,../images/Damon.jpg,incongruent,n
,45,Clooney,Damon,../images/Damon.jpg,incongruent,n
,46,Clooney,Damon,../images/Damon.jpg,incongruent,n
,47,Clooney,Damon,../images/Damon.jpg,incongruent,n
,48,Clooney,Damon,../images/Damon.jpg,incongruent,n
,49,Clooney,Damon,../images/Damon.jpg,incongruent,n
,50,Clooney,Damon,../images/Damon.jpg,incongruent,n
,51,Clooney,Damon,../images/Damon.jpg,incongruent,n
,52,Clooney,Damon,../images/Damon.jpg,incongruent,n
,53,Clooney,Damon,../images/Damon.jpg,incongruent,n
,54,Clooney,Damon,../images/Damon.jpg,incongruent,n
,55,Cruise,Clooney,../images/Clooney.jpg,incongruent,v
,56,Cruise,Clooney,../images/Clooney.jpg,incongruent,v
,57,Cruise,Clooney,../images/Clooney.jpg,incongruent,v
,58,Cruise,Cruise,../images/Cruise.jpg,congruent,b
,59,Cruise,Cruise,../images/Cruise.jpg,congruent,b
,60,Cruise,Cruise,../images/Cruise.jpg,congruent,b
,61,Cruise,Damon,../images/Damon.jpg,incongruent,n
,62,Cruise,Damon,../images/Damon.jpg,incongruent,n
,63,Cruise,Damon,../images/Damon.jpg,incongruent,n
,64,Damon,Clooney,../images/Clooney.jpg,incongruent,v
,65,Damon,Clooney,../images/Clooney.jpg,incongruent,v
,66,Damon,Clooney,../images/Clooney.jpg,incongruent,v
,67,Damon,Cruise,../images/Cruise.jpg,incongruent,b
,68,Damon,Cruise,../images/Cruise.jpg,incongruent,b
,69,Damon,Cruise,../images/Cruise.jpg,incongruent,b
,70,Damon,Damon,../images/Damon.jpg,congruent,n
,71,Damon,Damon,../images/Damon.jpg,congruent,n
,72,Damon,Damon,../images/Damon.jpg,congruent,n
