bid,tid,nid,fid,face_path,congruency,corrResp
3,25,Cruise,Clooney,../images/Clooney.jpg,incongruent,v
3,26,Clooney,Clooney,../images/Clooney.jpg,congruent,v
3,27,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
3,28,Clooney,Clooney,../images/Clooney.jpg,congruent,v
3,29,Damon,Clooney,../images/Clooney.jpg,incongruent,v
3,30,Cruise,Clooney,../images/Clooney.jpg,incongruent,v
3,31,Damon,Clooney,../images/Clooney.jpg,incongruent,v
3,32,Cruise,Clooney,../images/Clooney.jpg,incongruent,v
3,33,Damon,Clooney,../images/Clooney.jpg,incongruent,v
3,34,Clooney,Clooney,../images/Clooney.jpg,congruent,v
3,35,Cruise,Clooney,../images/Clooney.jpg,incongruent,v
3,36,Damon,Clooney,../images/Clooney.jpg,incongruent,v
3,37,Clooney,Clooney,../images/Clooney.jpg,congruent,v
3,38,Cruise,Clooney,../images/Clooney.jpg,incongruent,v
3,39,Clooney,Damon,../images/Damon.jpg,incongruent,n
3,40,Damon,Clooney,../images/Clooney.jpg,incongruent,v
3,41,Cruise,Clooney,../images/Clooney.jpg,incongruent,v
3,42,Clooney,Clooney,../images/Clooney.jpg,congruent,v
3,43,Damon,Clooney,../images/Clooney.jpg,incongruent,v
3,44,Damon,Damon,../images/Damon.jpg,congruent,n
3,45,Cruise,Clooney,../images/Clooney.jpg,incongruent,v
3,46,Damon,Clooney,../images/Clooney.jpg,incongruent,v
3,47,Clooney,Clooney,../images/Clooney.jpg,congruent,v
3,48,Clooney,Clooney,../images/Clooney.jpg,congruent,v
3,49,Damon,Clooney,../images/Clooney.jpg,incongruent,v
3,50,Cruise,Damon,../images/Damon.jpg,incongruent,n
3,51,Cruise,Clooney,../images/Clooney.jpg,incongruent,v
3,52,Clooney,Clooney,../images/Clooney.jpg,congruent,v
3,53,Cruise,Clooney,../images/Clooney.jpg,incongruent,v
3,54,Cruise,Clooney,../images/Clooney.jpg,incongruent,v
3,55,Cruise,Cruise,../images/Cruise.jpg,congruent,b
3,56,Cruise,Clooney,../images/Clooney.jpg,incongruent,v
3,57,Clooney,Clooney,../images/Clooney.jpg,congruent,v
3,58,Damon,Clooney,../images/Clooney.jpg,incongruent,v
3,59,Clooney,Clooney,../images/Clooney.jpg,congruent,v
3,60,Damon,Damon,../images/Damon.jpg,congruent,n
3,61,Damon,Cruise,../images/Cruise.jpg,incongruent,b
3,62,Damon,Clooney,../images/Clooney.jpg,incongruent,v
3,63,Clooney,Clooney,../images/Clooney.jpg,congruent,v
3,64,Damon,Clooney,../images/Clooney.jpg,incongruent,v
3,65,Cruise,Clooney,../images/Clooney.jpg,incongruent,v
3,66,Damon,Clooney,../images/Clooney.jpg,incongruent,v
3,67,Cruise,Clooney,../images/Clooney.jpg,incongruent,v
3,68,Clooney,Clooney,../images/Clooney.jpg,congruent,v
3,69,Damon,Cruise,../images/Cruise.jpg,incongruent,b
3,70,Clooney,Clooney,../images/Clooney.jpg,congruent,v
3,71,Clooney,Cruise,../images/Cruise.jpg,incongruent,b
3,72,Damon,Clooney,../images/Clooney.jpg,incongruent,v
