stimId,stimCat,trialType,itSwProb,bkSwProb,task,stimLv,stimSz,response
7.0,1,0.0,50,30,2.0,1.0,1.0,2.0
33.0,4,1.0,50,30,1.0,0.0,0.0,2.0
36.0,4,0.0,20,30,1.0,0.0,0.0,2.0
36.0,4,0.0,20,30,1.0,0.0,0.0,2.0
33.0,4,1.0,50,30,2.0,0.0,0.0,1.0
36.0,4,0.0,20,30,2.0,0.0,0.0,1.0
33.0,4,0.0,50,30,2.0,0.0,0.0,1.0
2.0,1,0.0,20,30,2.0,1.0,1.0,2.0
38.0,4,0.0,20,30,2.0,0.0,0.0,1.0
2.0,1,0.0,20,30,2.0,1.0,1.0,2.0
7.0,1,1.0,50,30,1.0,1.0,1.0,1.0
1.0,1,0.0,20,30,1.0,1.0,1.0,1.0
7.0,1,0.0,50,30,1.0,1.0,1.0,1.0
36.0,4,0.0,20,30,1.0,0.0,0.0,2.0
38.0,4,0.0,20,30,1.0,0.0,0.0,2.0
2.0,1,1.0,20,30,2.0,1.0,1.0,2.0
38.0,4,0.0,20,30,2.0,0.0,0.0,1.0
2.0,1,0.0,20,30,2.0,1.0,1.0,2.0
33.0,4,1.0,50,30,1.0,0.0,0.0,2.0
7.0,1,0.0,50,30,1.0,1.0,1.0,1.0
38.0,4,0.0,20,30,1.0,0.0,0.0,2.0
2.0,1,1.0,20,30,2.0,1.0,1.0,2.0
7.0,1,0.0,50,30,2.0,1.0,1.0,2.0
1.0,1,1.0,20,30,1.0,1.0,1.0,1.0
33.0,4,1.0,50,30,2.0,0.0,0.0,1.0
38.0,4,1.0,20,30,1.0,0.0,0.0,2.0
1.0,1,0.0,20,30,1.0,1.0,1.0,1.0
2.0,1,0.0,20,30,1.0,1.0,1.0,1.0
2.0,1,0.0,20,30,1.0,1.0,1.0,1.0
33.0,4,1.0,50,30,2.0,0.0,0.0,1.0
2.0,1,1.0,20,30,1.0,1.0,1.0,1.0
33.0,4,0.0,50,30,1.0,0.0,0.0,2.0
2.0,1,0.0,20,30,1.0,1.0,1.0,1.0
38.0,4,0.0,20,30,1.0,0.0,0.0,2.0
7.0,1,1.0,50,30,2.0,1.0,1.0,2.0
7.0,1,0.0,50,30,2.0,1.0,1.0,2.0
36.0,4,0.0,20,30,2.0,0.0,0.0,1.0
36.0,4,0.0,20,30,2.0,0.0,0.0,1.0
7.0,1,0.0,50,30,2.0,1.0,1.0,2.0
7.0,1,0.0,50,30,2.0,1.0,1.0,2.0
38.0,4,0.0,20,30,2.0,0.0,0.0,1.0
36.0,4,0.0,20,30,2.0,0.0,0.0,1.0
38.0,4,0.0,20,30,2.0,0.0,0.0,1.0
1.0,1,1.0,20,30,1.0,1.0,1.0,1.0
2.0,1,0.0,20,30,1.0,1.0,1.0,1.0
36.0,4,0.0,20,30,1.0,0.0,0.0,2.0
33.0,4,0.0,50,30,1.0,0.0,0.0,2.0
1.0,1,0.0,20,30,1.0,1.0,1.0,1.0
38.0,4,1.0,20,30,2.0,0.0,0.0,1.0
1.0,1,0.0,20,30,2.0,1.0,1.0,2.0
38.0,4,0.0,20,30,2.0,0.0,0.0,1.0
33.0,4,0.0,50,30,2.0,0.0,0.0,1.0
2.0,1,0.0,20,30,2.0,1.0,1.0,2.0
7.0,1,1.0,50,30,1.0,1.0,1.0,1.0
33.0,4,1.0,50,30,2.0,0.0,0.0,1.0
38.0,4,0.0,20,30,2.0,0.0,0.0,1.0
1.0,1,0.0,20,30,2.0,1.0,1.0,2.0
1.0,1,0.0,20,30,2.0,1.0,1.0,2.0
38.0,4,0.0,20,30,2.0,0.0,0.0,1.0
2.0,1,0.0,20,30,2.0,1.0,1.0,2.0
1.0,1,0.0,20,30,2.0,1.0,1.0,2.0
36.0,4,1.0,20,30,1.0,0.0,0.0,2.0
33.0,4,0.0,50,30,1.0,0.0,0.0,2.0
33.0,4,0.0,50,30,1.0,0.0,0.0,2.0
33.0,4,1.0,50,30,2.0,0.0,0.0,1.0
33.0,4,0.0,50,30,2.0,0.0,0.0,1.0
2.0,1,0.0,20,30,2.0,1.0,1.0,2.0
1.0,1,0.0,20,30,2.0,1.0,1.0,2.0
3.0,1,1.0,80,50,2.0,1.0,1.0,2.0
40.0,4,1.0,80,50,1.0,0.0,0.0,2.0
4.0,1,0.0,50,50,1.0,1.0,1.0,1.0
3.0,1,1.0,80,50,2.0,1.0,1.0,2.0
4.0,1,1.0,50,50,1.0,1.0,1.0,1.0
39.0,4,0.0,20,50,1.0,0.0,0.0,2.0
39.0,4,0.0,20,50,1.0,0.0,0.0,2.0
3.0,1,1.0,80,50,2.0,1.0,1.0,2.0
40.0,4,1.0,80,50,1.0,0.0,0.0,2.0
39.0,4,1.0,20,50,2.0,0.0,0.0,1.0
40.0,4,1.0,80,50,1.0,0.0,0.0,2.0
34.0,4,0.0,50,50,1.0,0.0,0.0,2.0
6.0,1,0.0,20,50,1.0,1.0,1.0,1.0
3.0,1,1.0,80,50,2.0,1.0,1.0,2.0
4.0,1,1.0,50,50,1.0,1.0,1.0,1.0
4.0,1,1.0,50,50,2.0,1.0,1.0,2.0
6.0,1,0.0,20,50,2.0,1.0,1.0,2.0
39.0,4,0.0,20,50,2.0,0.0,0.0,1.0
4.0,1,0.0,50,50,2.0,1.0,1.0,2.0
39.0,4,0.0,20,50,2.0,0.0,0.0,1.0
4.0,1,0.0,50,50,2.0,1.0,1.0,2.0
34.0,4,0.0,50,50,2.0,0.0,0.0,1.0
34.0,4,0.0,50,50,2.0,0.0,0.0,1.0
39.0,4,0.0,20,50,2.0,0.0,0.0,1.0
34.0,4,1.0,50,50,1.0,0.0,0.0,2.0
4.0,1,1.0,50,50,2.0,1.0,1.0,2.0
34.0,4,1.0,50,50,1.0,0.0,0.0,2.0
40.0,4,0.0,80,50,1.0,0.0,0.0,2.0
4.0,1,1.0,50,50,2.0,1.0,1.0,2.0
4.0,1,0.0,50,50,2.0,1.0,1.0,2.0
6.0,1,0.0,20,50,2.0,1.0,1.0,2.0
39.0,4,0.0,20,50,2.0,0.0,0.0,1.0
6.0,1,0.0,20,50,2.0,1.0,1.0,2.0
4.0,1,1.0,50,50,1.0,1.0,1.0,1.0
3.0,1,1.0,80,50,2.0,1.0,1.0,2.0
39.0,4,1.0,20,50,1.0,0.0,0.0,2.0
39.0,4,0.0,20,50,1.0,0.0,0.0,2.0
3.0,1,0.0,80,50,1.0,1.0,1.0,1.0
40.0,4,1.0,80,50,2.0,0.0,0.0,1.0
3.0,1,1.0,80,50,1.0,1.0,1.0,1.0
34.0,4,0.0,50,50,1.0,0.0,0.0,2.0
3.0,1,1.0,80,50,2.0,1.0,1.0,2.0
4.0,1,0.0,50,50,2.0,1.0,1.0,2.0
6.0,1,0.0,20,50,2.0,1.0,1.0,2.0
4.0,1,1.0,50,50,1.0,1.0,1.0,1.0
39.0,4,0.0,20,50,1.0,0.0,0.0,2.0
39.0,4,0.0,20,50,1.0,0.0,0.0,2.0
39.0,4,1.0,20,50,2.0,0.0,0.0,1.0
3.0,1,1.0,80,50,1.0,1.0,1.0,1.0
39.0,4,0.0,20,50,1.0,0.0,0.0,2.0
3.0,1,0.0,80,50,1.0,1.0,1.0,1.0
6.0,1,1.0,20,50,2.0,1.0,1.0,2.0
4.0,1,1.0,50,50,1.0,1.0,1.0,1.0
34.0,4,1.0,50,50,2.0,0.0,0.0,1.0
40.0,4,0.0,80,50,2.0,0.0,0.0,1.0
3.0,1,1.0,80,50,1.0,1.0,1.0,1.0
4.0,1,0.0,50,50,1.0,1.0,1.0,1.0
4.0,1,1.0,50,50,2.0,1.0,1.0,2.0
6.0,1,0.0,20,50,2.0,1.0,1.0,2.0
40.0,4,1.0,80,50,1.0,0.0,0.0,2.0
6.0,1,0.0,20,50,1.0,1.0,1.0,1.0
34.0,4,1.0,50,50,2.0,0.0,0.0,1.0
4.0,1,1.0,50,50,1.0,1.0,1.0,1.0
34.0,4,1.0,50,50,2.0,0.0,0.0,1.0
3.0,1,1.0,80,50,1.0,1.0,1.0,1.0
3.0,1,0.0,80,50,1.0,1.0,1.0,1.0
40.0,4,1.0,80,50,2.0,0.0,0.0,1.0
4.0,1,0.0,50,50,2.0,1.0,1.0,2.0
40.0,4,1.0,80,50,1.0,0.0,0.0,2.0
34.0,4,1.0,50,50,2.0,0.0,0.0,1.0
39.0,4,0.0,20,50,2.0,0.0,0.0,1.0
39.0,4,0.0,20,50,2.0,0.0,0.0,1.0
3.0,1,1.0,80,50,1.0,1.0,1.0,1.0
39.0,4,0.0,20,50,1.0,0.0,0.0,2.0
40.0,4,1.0,80,50,2.0,0.0,0.0,1.0
6.0,1,0.0,20,50,2.0,1.0,1.0,2.0
40.0,4,1.0,80,50,1.0,0.0,0.0,2.0
40.0,4,1.0,80,50,2.0,0.0,0.0,1.0
34.0,4,1.0,50,50,1.0,0.0,0.0,2.0
40.0,4,1.0,80,50,2.0,0.0,0.0,1.0
39.0,4,1.0,20,50,1.0,0.0,0.0,2.0
34.0,4,1.0,50,50,2.0,0.0,0.0,1.0
39.0,4,0.0,20,50,2.0,0.0,0.0,1.0
3.0,1,0.0,80,50,2.0,1.0,1.0,2.0
34.0,4,1.0,50,50,1.0,0.0,0.0,2.0
6.0,1,0.0,20,50,1.0,1.0,1.0,1.0
6.0,1,0.0,20,50,1.0,1.0,1.0,1.0
39.0,4,0.0,20,50,1.0,0.0,0.0,2.0
4.0,1,1.0,50,50,2.0,1.0,1.0,2.0
3.0,1,1.0,80,50,1.0,1.0,1.0,1.0
39.0,4,0.0,20,50,1.0,0.0,0.0,2.0
4.0,1,1.0,50,50,2.0,1.0,1.0,2.0
34.0,4,0.0,50,50,2.0,0.0,0.0,1.0
40.0,4,1.0,80,50,1.0,0.0,0.0,2.0
40.0,4,1.0,80,50,2.0,0.0,0.0,1.0
4.0,1,1.0,50,50,1.0,1.0,1.0,1.0
3.0,1,1.0,80,50,2.0,1.0,1.0,2.0
34.0,4,0.0,50,50,2.0,0.0,0.0,1.0
4.0,1,1.0,50,50,1.0,1.0,1.0,1.0
40.0,4,0.0,80,50,1.0,0.0,0.0,2.0
39.0,4,0.0,20,50,1.0,0.0,0.0,2.0
40.0,4,1.0,80,50,2.0,0.0,0.0,1.0
40.0,4,1.0,80,50,1.0,0.0,0.0,2.0
6.0,1,0.0,20,50,1.0,1.0,1.0,1.0
34.0,4,1.0,50,50,2.0,0.0,0.0,1.0
39.0,4,0.0,20,50,2.0,0.0,0.0,1.0
39.0,4,0.0,20,50,2.0,0.0,0.0,1.0
40.0,4,1.0,80,50,1.0,0.0,0.0,2.0
39.0,4,0.0,20,50,1.0,0.0,0.0,2.0
6.0,1,0.0,20,50,1.0,1.0,1.0,1.0
3.0,1,1.0,80,50,2.0,1.0,1.0,2.0
34.0,4,1.0,50,50,1.0,0.0,0.0,2.0
34.0,4,1.0,50,50,2.0,0.0,0.0,1.0
4.0,1,0.0,50,50,2.0,1.0,1.0,2.0
40.0,4,1.0,80,50,1.0,0.0,0.0,2.0
39.0,4,0.0,20,50,1.0,0.0,0.0,2.0
40.0,4,0.0,80,50,1.0,0.0,0.0,2.0
4.0,1,0.0,50,50,1.0,1.0,1.0,1.0
40.0,4,1.0,80,50,2.0,0.0,0.0,1.0
34.0,4,0.0,50,50,2.0,0.0,0.0,1.0
4.0,1,0.0,50,50,2.0,1.0,1.0,2.0
6.0,1,0.0,20,50,2.0,1.0,1.0,2.0
40.0,4,1.0,80,50,1.0,0.0,0.0,2.0
6.0,1,0.0,20,50,1.0,1.0,1.0,1.0
34.0,4,0.0,50,50,1.0,0.0,0.0,2.0
4.0,1,0.0,50,50,1.0,1.0,1.0,1.0
40.0,4,0.0,80,50,1.0,0.0,0.0,2.0
39.0,4,0.0,20,50,1.0,0.0,0.0,2.0
4.0,1,0.0,50,50,1.0,1.0,1.0,1.0
3.0,1,0.0,80,50,1.0,1.0,1.0,1.0
6.0,1,0.0,20,50,1.0,1.0,1.0,1.0
4.0,1,1.0,50,50,2.0,1.0,1.0,2.0
39.0,4,0.0,20,50,2.0,0.0,0.0,1.0
40.0,4,1.0,80,50,1.0,0.0,0.0,2.0
34.0,4,0.0,50,50,1.0,0.0,0.0,2.0
4.0,1,1.0,50,50,2.0,1.0,1.0,2.0
3.0,1,1.0,80,50,1.0,1.0,1.0,1.0
39.0,4,1.0,20,50,2.0,0.0,0.0,1.0
3.0,1,1.0,80,50,1.0,1.0,1.0,1.0
4.0,1,1.0,50,50,2.0,1.0,1.0,2.0
34.0,4,1.0,50,50,1.0,0.0,0.0,2.0
4.0,1,0.0,50,50,1.0,1.0,1.0,1.0
6.0,1,1.0,20,50,2.0,1.0,1.0,2.0
39.0,4,1.0,20,50,1.0,0.0,0.0,2.0
39.0,4,0.0,20,50,1.0,0.0,0.0,2.0
40.0,4,1.0,80,50,2.0,0.0,0.0,1.0
3.0,1,1.0,80,50,1.0,1.0,1.0,1.0
40.0,4,1.0,80,50,2.0,0.0,0.0,1.0
3.0,1,1.0,80,50,1.0,1.0,1.0,1.0
40.0,4,1.0,80,50,2.0,0.0,0.0,1.0
6.0,1,0.0,20,50,2.0,1.0,1.0,2.0
34.0,4,0.0,50,50,2.0,0.0,0.0,1.0
39.0,4,0.0,20,50,2.0,0.0,0.0,1.0
34.0,4,1.0,50,50,1.0,0.0,0.0,2.0
6.0,1,0.0,20,50,1.0,1.0,1.0,1.0
4.0,1,0.0,50,50,1.0,1.0,1.0,1.0
6.0,1,1.0,20,50,2.0,1.0,1.0,2.0
6.0,1,0.0,20,50,2.0,1.0,1.0,2.0
6.0,1,0.0,20,50,2.0,1.0,1.0,2.0
6.0,1,0.0,20,50,2.0,1.0,1.0,2.0
3.0,1,1.0,80,50,1.0,1.0,1.0,1.0
40.0,4,1.0,80,50,2.0,0.0,0.0,1.0
34.0,4,1.0,50,50,1.0,0.0,0.0,2.0
34.0,4,0.0,50,50,1.0,0.0,0.0,2.0
40.0,4,0.0,80,50,1.0,0.0,0.0,2.0
4.0,1,0.0,50,50,1.0,1.0,1.0,1.0
34.0,4,0.0,50,50,1.0,0.0,0.0,2.0
3.0,1,1.0,80,50,2.0,1.0,1.0,2.0
39.0,4,0.0,20,50,2.0,0.0,0.0,1.0
3.0,1,1.0,80,50,1.0,1.0,1.0,1.0
6.0,1,0.0,20,50,1.0,1.0,1.0,1.0
4.0,1,0.0,50,50,1.0,1.0,1.0,1.0
6.0,1,1.0,20,50,2.0,1.0,1.0,2.0
6.0,1,0.0,20,50,2.0,1.0,1.0,2.0
3.0,1,1.0,80,50,1.0,1.0,1.0,1.0
34.0,4,0.0,50,50,1.0,0.0,0.0,2.0
6.0,1,0.0,20,50,1.0,1.0,1.0,1.0
4.0,1,0.0,50,50,1.0,1.0,1.0,1.0
40.0,4,1.0,80,50,2.0,0.0,0.0,1.0
34.0,4,1.0,50,50,1.0,0.0,0.0,2.0
34.0,4,1.0,50,50,2.0,0.0,0.0,1.0
34.0,4,1.0,50,50,1.0,0.0,0.0,2.0
4.0,1,0.0,50,50,1.0,1.0,1.0,1.0
34.0,4,1.0,50,50,2.0,0.0,0.0,1.0
40.0,4,0.0,80,50,2.0,0.0,0.0,1.0
40.0,4,0.0,80,50,2.0,0.0,0.0,1.0
6.0,1,0.0,20,50,2.0,1.0,1.0,2.0
39.0,4,0.0,20,50,2.0,0.0,0.0,1.0
6.0,1,0.0,20,50,2.0,1.0,1.0,2.0
4.0,1,1.0,50,50,1.0,1.0,1.0,1.0
3.0,1,1.0,80,50,2.0,1.0,1.0,2.0
6.0,1,1.0,20,50,1.0,1.0,1.0,1.0
6.0,1,0.0,20,50,1.0,1.0,1.0,1.0
3.0,1,1.0,80,50,2.0,1.0,1.0,2.0
40.0,4,1.0,80,50,1.0,0.0,0.0,2.0
34.0,4,0.0,50,50,1.0,0.0,0.0,2.0
34.0,4,0.0,50,50,1.0,0.0,0.0,2.0
6.0,1,0.0,20,50,1.0,1.0,1.0,1.0
39.0,4,0.0,20,50,1.0,0.0,0.0,2.0
6.0,1,0.0,20,50,1.0,1.0,1.0,1.0
4.0,1,1.0,50,50,2.0,1.0,1.0,2.0
3.0,1,1.0,80,50,1.0,1.0,1.0,1.0
3.0,1,1.0,80,50,2.0,1.0,1.0,2.0
34.0,4,0.0,50,50,2.0,0.0,0.0,1.0
34.0,4,0.0,50,50,2.0,0.0,0.0,1.0
40.0,4,1.0,80,50,1.0,0.0,0.0,2.0
34.0,4,0.0,50,50,1.0,0.0,0.0,2.0
3.0,1,1.0,80,50,2.0,1.0,1.0,2.0
39.0,4,1.0,20,50,1.0,0.0,0.0,2.0
39.0,4,1.0,20,50,2.0,0.0,0.0,1.0
6.0,1,1.0,20,50,1.0,1.0,1.0,1.0
3.0,1,1.0,80,50,2.0,1.0,1.0,2.0
34.0,4,1.0,50,50,1.0,0.0,0.0,2.0
6.0,1,0.0,20,50,1.0,1.0,1.0,1.0
39.0,4,0.0,20,50,1.0,0.0,0.0,2.0
40.0,4,1.0,80,50,2.0,0.0,0.0,1.0
39.0,4,0.0,20,50,2.0,0.0,0.0,1.0
3.0,1,0.0,80,50,2.0,1.0,1.0,2.0
4.0,1,0.0,50,50,2.0,1.0,1.0,2.0
6.0,1,0.0,20,50,2.0,1.0,1.0,2.0
34.0,4,0.0,50,50,2.0,0.0,0.0,1.0
40.0,4,1.0,80,50,1.0,0.0,0.0,2.0
40.0,4,1.0,80,50,2.0,0.0,0.0,1.0
3.0,1,1.0,80,50,1.0,1.0,1.0,1.0
